발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2016,2016-07-08 11:00,주간,금,1,1,0,0,0,충북,충주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,원동기장치자전거,화물차,소형,1033294,1897367,127.8745546,37.07431489
2016,2016-07-06 23:00,야간,수,1,1,0,0,0,울산,남구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1164134,1729085,129.3106671,35.54416897
2016,2016-07-07 18:00,야간,목,1,1,0,0,0,전남,나주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,,,932852,1672262,126.763765,35.0431594
2016,2016-08-22 20:00,야간,월,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,경형,보행자,보행자,909590,1502468,126.5264133,33.51026919
2016,2016-08-22 18:00,야간,월,1,2,0,1,0,경기,양주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,화물차,소형,952739,1989429,126.9624091,37.90349618
2016,2016-08-21 23:00,야간,일,1,1,0,0,0,부산,금정구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,승용차,경형,보행자,보행자,1146525,1692196,129.1098641,35.2144379
2016,2016-08-27 10:00,주간,토,1,1,0,0,0,경남,창원시(통합),차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,중형,1091395,1693678,128.5044256,35.23433852
2016,2016-09-12 12:00,주간,월,2,3,1,0,0,경북,경주시,차대차,기타,기타,운전자법규위반,중앙선 침범,교차로,교차로부근,승용차,경형,화물차,소형,1153184,1762233,129.1962355,35.84466694
2016,2016-09-09 5:00,야간,금,1,1,0,0,0,전북,정읍시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,과속,교차로,교차로부근,승용차,소형,자전거,자전거,935177,1729389,126.7826828,35.55797263
2016,2016-09-14 12:00,주간,수,1,1,0,0,0,강원,양구군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,대형,,,1046014,2009889,128.024719,38.08795644
2016,2016-07-18 0:00,야간,월,1,2,0,0,1,서울,강서구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,소형,940549,1951366,126.8267626,37.55976771
2016,2016-07-19 7:00,주간,화,1,1,0,0,0,강원,횡성군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,,,1045976,1941775,128.0199672,37.47405637
2016,2016-07-24 3:00,야간,일,1,1,0,0,0,경기,이천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,,,991660,1922722,127.4058917,37.30342242
2016,2016-07-24 5:00,야간,일,1,2,1,0,0,충남,천안시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,소형,,,977094,1860245,127.2434312,36.73999084
2016,2016-07-24 21:00,야간,일,1,1,0,0,0,부산,동구,차대사람,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,보행자,보행자,1139836,1682195,129.0347012,35.12524431
2016,2016-07-23 1:00,야간,토,1,1,0,0,0,경북,경주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,경형,보행자,보행자,1177675,1743432,129.4631281,35.67111817
2016,2016-07-22 20:00,야간,금,1,1,0,0,0,대구,달서구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,중형,보행자,보행자,1095264,1761219,128.5548825,35.8428682
2016,2016-07-27 11:00,주간,수,1,2,1,0,0,전북,익산시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,화물차,소형,951744,1785067,126.9641688,36.06131476
2016,2016-07-26 11:00,주간,화,1,3,1,1,0,충남,태안군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,승용차,대형,건설기계,건설기계,897735,1833283,126.358223,36.49174127
2016,2016-07-27 7:00,주간,수,1,1,0,0,0,대구,북구,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,중형,보행자,보행자,1100569,1768347,128.6144889,35.90647338
2016,2016-07-31 20:00,야간,일,1,1,0,0,0,전남,광양시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로부근,이륜차,소형,승용차,소형,1007460,1664216,127.5817249,34.9728115
2016,2016-08-01 15:00,주간,월,1,1,0,0,0,경남,합천군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,,,1056251,1740891,128.1214857,35.66261116
2016,2016-07-31 6:00,주간,일,1,1,0,0,0,부산,진구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1141048,1685749,129.0486054,35.15711068
2016,2016-07-31 0:00,야간,일,1,2,1,0,0,서울,서초구,차량단독,공작물충돌,공작물충돌,운전자법규위반,과속,기타/불명,기타/불명,승용차,중형,,,954776,1940414,126.9886208,37.46182631
2016,2016-08-04 12:00,주간,목,1,1,0,0,0,전북,군산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,,,939906,1778669,126.833214,36.00297537
2016,2016-08-09 16:00,주간,화,1,1,0,0,0,경북,의성군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,경형,이륜차,소형,1085304,1817674,128.4507185,36.35270265
2016,2016-08-14 14:00,주간,일,1,27,8,18,0,전남,여수시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,터널안,화물차,대형,승용차,소형,1022770,1640975,127.7488142,34.76300587
2016,2016-08-16 22:00,야간,화,1,3,1,0,1,경기,남양주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,경형,이륜차,소형,976816,1950701,127.2375144,37.55536446
2016,2016-08-21 1:00,야간,일,1,2,1,0,0,충남,예산군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,,,925276,1854674,126.6636019,36.68710797
2016,2016-08-19 7:00,주간,금,1,1,0,0,0,충남,서산시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,교량위,승용차,중형,건설기계,건설기계,904509,1863073,126.4301366,36.76095098
2016,2016-08-28 22:00,야간,일,1,1,0,0,0,서울,성북구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,경형,,,955749,1956717,126.9987263,37.60879725
2016,2016-08-26 3:00,야간,금,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,횡단보도상,승용차,중형,보행자,보행자,958653,1961382,127.0312771,37.65099832
2016,2016-08-26 16:00,주간,금,1,1,0,0,0,부산,연제구,차대차,기타,기타,운전자법규위반,차로위반(진로변경 위반),교차로,교차로부근,승용차,중형,원동기장치자전거,원동기장치자전거,1143583,1688361,129.0768831,35.18029573
2016,2016-09-15 12:00,주간,목,1,2,1,0,0,경남,밀양시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,,,1117139,1713775,128.7901691,35.41282832
2016,2016-09-17 6:00,주간,토,1,1,0,0,0,부산,사상구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,소형,화물차,중형,1133616,1683673,128.9666211,35.13903563
2016,2016-09-17 23:00,야간,토,1,1,0,0,0,인천,남구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,927468,1939777,126.6799165,37.45434558
2016,2016-07-28 4:00,야간,목,1,1,0,0,0,충북,청주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,,,1002108,1855488,127.5235986,36.69738138
2016,2016-08-04 12:00,주간,목,1,1,0,0,0,경북,경주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,경형,1158551,1777583,129.2587006,35.98214497
2016,2016-08-04 11:00,주간,목,1,6,4,1,0,경기,용인시,차대사람,기타,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승합차,소형,보행자,보행자,967540,1925929,127.1335852,37.33180019
2016,2016-08-02 10:00,주간,화,1,1,0,0,0,전북,장수군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,농기계,농기계,,,1001896,1730331,127.5209236,35.56899862
2016,2016-08-09 8:00,주간,화,1,1,0,0,0,전남,나주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,화물차,소형,원동기장치자전거,원동기장치자전거,928680,1661166,126.7189764,34.9428249
2016,2016-08-09 15:00,주간,화,1,1,0,0,0,전북,김제시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로부근,원동기장치자전거,원동기장치자전거,건설기계,건설기계,953624,1764700,126.9862345,35.877785
2016,2016-08-08 21:00,야간,월,1,1,0,0,0,전남,목포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,901960,1647019,126.428063,34.81304159
2016,2016-08-07 3:00,야간,일,1,1,0,0,0,강원,횡성군,차량단독,기타,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,화물차,소형,,,1063647,1950384,128.2205511,37.55060032
2016,2016-08-06 14:00,주간,토,1,1,0,0,0,충북,괴산군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,이륜차,소형,1011833,1864154,127.6326018,36.77543234
2016,2016-11-21 17:00,주간,월,1,1,0,0,0,경기,화성시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,건설기계,건설기계,939069,1901001,126.8142521,37.10568124
2016,2016-11-23 10:00,주간,수,1,2,1,0,0,경북,영천시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,소형,1133535,1772188,128.9803979,35.93726637
2016,2016-11-23 22:00,야간,수,1,2,0,1,0,광주,광산구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,화물차,중형,939259,1686910,126.8329338,35.17564146
2016,2016-11-24 13:00,주간,목,1,1,0,0,0,서울,영등포구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,자전거,자전거,947627,1947490,126.907282,37.52522622
2016,2016-11-02 13:00,주간,수,1,2,0,1,0,서울,동작구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,승합차,대형,951271,1944892,126.9486925,37.50200962
2016,2016-10-30 20:00,야간,일,1,1,0,0,0,경북,안동시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1109813,1841313,128.7271756,36.56328015
2016,2016-11-04 18:00,야간,금,1,1,0,0,0,경남,진주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,승용차,경형,보행자,보행자,1055804,1687904,128.1129175,35.18489046
2016,2016-11-02 3:00,야간,수,1,1,0,0,0,충북,청주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,,,999047,1851976,127.4893358,36.66572287
2016,2016-12-07 20:00,야간,수,1,2,0,1,0,경북,영덕군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,부당한 회전,교차로,교차로내,화물차,소형,승용차,대형,1168385,1809601,129.3745814,36.26900884
2016,2016-12-10 21:00,야간,토,1,1,0,0,0,경기,이천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,999983,1921167,127.4998082,37.2894431
2016,2016-12-10 3:00,야간,토,1,1,0,0,0,울산,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1163944,1728292,129.3084116,35.5370538
2016,2016-12-07 21:00,야간,수,1,1,0,0,0,부산,진구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1139606,1685103,129.0326691,35.15148896
2016,2016-12-27 18:00,야간,화,1,1,0,0,0,전남,순천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,경형,보행자,보행자,994519,1679625,127.4398534,35.11177287
2016,2016-12-21 16:00,주간,수,1,1,0,0,0,경남,고성군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,,,1076854,1668901,128.3423346,35.0121628
2016,2016-12-21 15:00,주간,수,1,1,0,0,0,전남,무안군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,907648,1650718,126.4898376,34.84692478
2016,2016-12-23 11:00,주간,금,1,1,0,0,0,경기,고양시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,949254,1968913,126.924207,37.71840322
2016,2016-10-02 19:00,야간,일,1,1,0,0,0,충남,청양군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,936377,1818228,126.7908528,36.35937499
2016,2016-11-06 19:00,야간,일,1,3,0,2,0,서울,강북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,959579,1957635,127.0419815,37.6172672
2016,2016-11-11 0:00,야간,금,1,1,0,0,0,경북,영덕군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,,,1168587,1820969,129.3792874,36.37140613
2016,2016-11-07 18:00,야간,월,1,1,0,0,0,경남,사천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,중형,보행자,보행자,1053152,1676285,128.0830436,35.08026845
2016,2016-11-12 15:00,주간,토,1,1,0,0,0,서울,관악구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,950421,1942176,126.9392593,37.47748436
2016,2016-11-12 5:00,야간,토,1,3,2,0,0,대구,달서구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,승용차,중형,1096351,1761700,128.5669753,35.84709798
2016,2016-11-12 13:00,주간,토,1,1,0,0,0,경남,밀양시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,이륜차,소형,1113857,1718134,128.7546385,35.45250379
2016,2016-11-09 18:00,야간,수,1,1,0,0,0,충남,보령시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,924152,1821489,126.6542861,36.38788458
2016,2016-11-06 6:00,주간,일,1,1,0,0,0,전남,무안군,차대사람,기타,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승용차,경형,보행자,보행자,902126,1650008,126.429529,34.84000675
2016,2016-11-17 14:00,주간,목,1,1,0,0,0,경북,안동시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,자전거,자전거,1123586,1832449,128.8796332,36.48170969
2016,2016-11-16 6:00,주간,수,1,1,0,0,0,강원,동해시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,대형,1141053,1950174,129.096656,37.53972167
2016,2016-11-26 0:00,야간,토,1,1,0,0,0,경남,김해시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,,,1131989,1701957,128.9517744,35.3044432
2016,2016-11-26 20:00,야간,토,1,1,0,0,0,충남,홍성군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,보행자,보행자,907967,1838665,126.4718029,36.54129152
2016,2016-11-26 16:00,주간,토,1,3,0,2,0,전남,무안군,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,승용차,경형,901503,1653232,126.4223371,34.86901437
2016,2016-11-21 20:00,야간,월,1,1,0,0,0,경남,김해시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,화물차,소형,1134318,1701345,128.9772837,35.29861644
2016,2016-11-21 18:00,야간,월,2,3,1,0,0,경기,포천시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,건설기계,건설기계,982879,1994946,127.3051151,37.95428722
2016,2016-11-27 6:00,주간,일,2,2,0,0,0,경북,영천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1125568,1779125,128.8931965,36.00084844
2016,2016-11-01 10:00,주간,화,1,1,0,0,0,대구,달성군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,1090641,1756998,128.502975,35.80520844
2016,2016-10-29 18:00,야간,토,1,2,0,1,0,전남,광양시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,경형,원동기장치자전거,원동기장치자전거,1019854,1663186,127.7174771,34.96335628
2016,2016-10-31 6:00,주간,월,1,1,0,0,0,인천,계양구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,화물차,중형,보행자,보행자,932367,1947920,126.7345538,37.52810879
2016,2016-11-02 12:00,주간,수,1,1,0,0,0,광주,서구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,자전거,자전거,943950,1682965,126.8847162,35.14034339
2016,2016-11-02 14:00,주간,수,1,1,0,0,0,전남,해남군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,승합차,대형,918258,1615063,126.6093285,34.5263389
2016,2016-11-02 10:00,주간,수,1,2,1,0,0,인천,강화군,차대사람,차도통행중,차도통행중,운전자법규위반,부당한 회전,단일로,기타단일로,화물차,소형,보행자,보행자,912579,1967889,126.5082398,37.70640845
2016,2016-11-03 5:00,야간,목,1,1,0,0,0,경기,이천시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로부근,자전거,자전거,승합차,중형,987235,1920061,127.3560059,37.27938604
2016,2016-10-30 21:00,야간,일,1,1,0,0,0,충남,천안시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,승용차,경형,973209,1880565,127.1991997,36.92306496
2016,2016-10-30 12:00,주간,일,1,2,0,1,0,경기,화성시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,중형,950317,1911418,126.9401448,37.20024216
2016,2016-06-07 23:00,야간,화,1,2,1,0,0,경기,화성시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,고가도로위,고가도로위,승용차,중형,승용차,중형,945720,1916168,126.888,37.24280052
2016,2016-06-06 21:00,야간,월,1,1,0,0,0,광주,서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,943863,1685462,126.8835914,35.16285322
2016,2016-06-07 11:00,주간,화,1,6,2,3,0,강원,횡성군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,경형,승합차,대형,1048812,1954325,128.052874,37.58702654
2016,2016-06-12 0:00,야간,일,1,1,0,0,0,서울,종로구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,953822,1953045,126.9770398,37.57562566
2016,2016-06-11 18:00,야간,토,1,1,0,0,0,부산,사하구,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,승용차,소형,원동기장치자전거,원동기장치자전거,1133668,1680134,128.9905284,35.06668513
2016,2016-06-16 22:00,야간,목,1,1,0,0,0,전북,전주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,966406,1766207,127.1277701,35.89189417
2016,2016-06-14 18:00,야간,화,1,1,0,0,0,광주,북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,944336,1686213,126.8887342,35.16965106
2016,2016-06-23 16:00,주간,목,1,1,0,0,0,경북,경산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,,,1116676,1754540,128.7909589,35.78034921
2016,2016-06-24 16:00,주간,금,1,1,0,0,0,충남,금산군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,승용차,경형,보행자,보행자,999142,1790177,127.4904671,36.10858276
2016,2016-06-22 11:00,주간,수,1,3,0,1,1,경기,평택시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,화물차,소형,949123,1895440,126.9277761,37.05615559
2016,2016-07-01 18:00,야간,금,1,5,3,0,1,경기,용인시,차대사람,기타,기타,운전자법규위반,과속,교차로,교차로부근,승용차,중형,보행자,보행자,974134,1915473,127.2083825,37.23775817
2016,2016-06-29 12:00,주간,수,1,1,0,0,0,강원,화천군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,,,1029175,2006223,127.8325503,38.05561662
2016,2016-06-30 11:00,주간,목,1,1,0,0,0,강원,영월군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,,,1084405,1910265,128.4509523,37.1873553
2016,2016-06-30 8:00,주간,목,1,1,0,0,0,충남,홍성군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,,,929045,1838444,126.7072842,36.54109718
2016,2016-06-28 22:00,야간,화,1,1,0,0,0,경북,구미시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,이륜차,중형,1079864,1789819,128.3872551,36.10207036
2016,2016-07-06 1:00,야간,수,1,1,0,0,0,경북,포항시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,경형,보행자,보행자,1164999,1783756,129.3314784,36.03670227
2016,2016-07-03 22:00,야간,일,1,1,0,0,0,울산,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1167024,1728667,129.3424478,35.53991913
2016,2016-07-05 7:00,주간,화,1,1,0,0,0,전남,순천시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,,,999693,1659606,127.4966385,34.93126822
2016,2016-07-10 11:00,주간,일,1,1,0,0,0,경북,상주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,화물차,소형,이륜차,소형,1047635,1822362,128.0312051,36.39756768
2016,2016-07-09 9:00,주간,토,1,1,0,0,0,강원,평창군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,화물차,소형,1081455,1936122,128.4205566,37.42066144
2016,2016-07-08 20:00,야간,금,1,2,1,0,0,전북,임실군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,이륜차,사발이,승용차,대형,988154,1730726,127.3692661,35.5724911
2016,2016-07-08 20:00,야간,금,1,1,0,0,0,경남,고성군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,경형,보행자,보행자,1073949,1666963,128.3103258,34.99490554
2016,2016-07-08 19:00,야간,금,1,1,0,0,0,인천,서구,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,보행자,보행자,926116,1953441,126.6634977,37.57739129
2016,2016-06-07 22:00,야간,화,1,1,0,0,0,경북,경주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1155102,1761790,129.2173792,35.84037294
2016,2016-07-07 23:00,야간,목,1,1,0,0,0,대전,동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,993901,1815030,127.4320428,36.33262881
2016,2016-07-07 22:00,야간,목,1,1,0,0,0,충남,서천군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,928700,1783202,126.7084766,36.04308502
2016,2016-06-09 10:00,주간,목,1,1,0,0,0,충남,부여군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,이륜차,소형,951001,1813088,126.9541688,36.31389399
2016,2016-06-05 20:00,야간,일,1,1,0,0,0,충남,아산시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,승합차,경형,보행자,보행자,954013,1851266,126.9854491,36.6582113
2016,2016-06-06 15:00,주간,월,1,1,0,0,0,경기,김포시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,특수차,중형,926282,1964407,126.6640312,37.6762323
2016,2016-06-12 15:00,주간,일,1,7,2,2,2,서울,영등포구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,단일로,기타단일로,승용차,중형,승용차,중형,949936,1946922,126.9334511,37.52023497
2016,2016-06-13 14:00,주간,월,1,2,0,1,0,경기,용인시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,지하도로내,지하도로내,승합차,중형,승용차,중형,969254,1918833,127.1532266,37.26789655
2016,2016-06-12 12:00,주간,일,1,2,1,0,0,울산,남구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,,,1162700,1729037,129.2948451,35.54397285
2016,2016-06-13 12:00,주간,월,1,2,1,0,0,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,소형,보행자,보행자,1021489,1638427,127.7347514,34.74005648
